name,mode,ladder,fee,buy_range,train_cagr,train_mdd,valid_cagr,valid_mdd,full_cagr,full_mdd,score
공격형,any_loss,3,0.0005,0.15,39.58883962649349,-46.076481131524254,48.25205378267623,-45.92106134099622,42.740982147151115,-46.076481131524254,20.42994627579604
공격형,all_loss,3,0.0005,0.1,39.58883962649349,-46.076481131524254,48.25205378267623,-45.92106134099622,42.740982147151115,-46.076481131524254,20.42994627579604
공격형,all_loss,3,0.0005,0.15,39.58883962649349,-46.076481131524254,48.25205378267623,-45.92106134099622,42.740982147151115,-46.076481131524254,20.42994627579604
공격형,all_loss,3,0.0005,0.05,39.58883962649349,-46.076481131524254,48.25205378267623,-45.92106134099622,42.740982147151115,-46.076481131524254,20.42994627579604
공격형,any_loss,3,0.0005,0.1,39.58883962649349,-46.076481131524254,48.25205378267623,-45.92106134099622,42.740982147151115,-46.076481131524254,20.42994627579604
공격형,never,2,0.001,0.05,38.612367810243576,-42.588382356331216,45.14185541867044,-45.47764710112221,41.0185619929623,-45.47429530585544,20.4098706619014
공격형,never,2,0.001,0.1,38.612367810243576,-42.588382356331216,45.14185541867044,-45.47764710112221,41.0185619929623,-45.47429530585544,20.4098706619014
공격형,never,2,0.001,0.15,38.612367810243576,-42.588382356331216,45.14185541867044,-45.47764710112221,41.0185619929623,-45.47429530585544,20.4098706619014
공격형,any_loss,0,0.0005,0.1,38.84852294714041,-45.917116258150216,46.18424701046131,-43.626966344225565,41.587375031651504,-45.917116258150216,20.21002883462552
공격형,any_loss,0,0.0005,0.15,38.84852294714041,-45.917116258150216,46.18424701046131,-43.626966344225565,41.587375031651504,-45.917116258150216,20.21002883462552
공격형,any_loss,0,0.0005,0.05,38.84852294714041,-45.917116258150216,46.18424701046131,-43.626966344225565,41.587375031651504,-45.917116258150216,20.21002883462552
공격형,all_loss,0,0.0005,0.15,38.84852294714041,-45.917116258150216,46.18424701046131,-43.626966344225565,41.587375031651504,-45.917116258150216,20.21002883462552
공격형,all_loss,0,0.0005,0.1,38.84852294714041,-45.917116258150216,46.18424701046131,-43.626966344225565,41.587375031651504,-45.917116258150216,20.21002883462552
공격형,all_loss,0,0.0005,0.05,38.84852294714041,-45.917116258150216,46.18424701046131,-43.626966344225565,41.587375031651504,-45.917116258150216,20.21002883462552
